YR,MO,DA,HHMM,Day,Day,S,Bx,By,Bz,Bt,Lat.,Long.
2003,10,29,1031,52941,37860,0,-14.8,-9.9,15.0,23.2,40.1,213.8
2003,10,29,1032,52941,37920,0,-10.7,1.2,19.0,21.9,60.4,173.7
2003,10,29,1033,52941,37980,0,-6.4,6.7,20.6,22.6,65.8,133.6
2003,10,29,1034,52941,38040,0,-9.4,7.1,20.8,23.9,60.5,143.0
2003,10,29,1035,52941,38100,0,-9.0,5.6,22.0,24.4,64.2,147.9
2003,10,29,1036,52941,38160,0,-6.8,7.2,25.0,26.9,68.4,133.2
2003,10,29,1037,52941,38220,0,-9.4,5.6,26.5,28.6,67.6,149.1
2003,10,29,1038,52941,38280,0,-9.6,6.9,26.2,28.7,65.8,144.3
2003,10,29,1039,52941,38340,0,-8.3,7.4,25.3,27.6,66.3,138.6
2003,10,29,1040,52941,38400,0,-7.3,7.7,23.6,25.8,65.8,133.7
2003,10,29,1041,52941,38460,0,-9.8,3.3,19.6,22.2,62.2,161.3
2003,10,29,1042,52941,38520,0,-11.9,-0.1,19.2,22.6,58.1,180.6
2003,10,29,1043,52941,38580,0,-10.4,-0.5,18.1,20.9,60.1,182.8
2003,10,29,1044,52941,38640,0,-9.9,-1.3,17.0,19.7,59.4,187.4
2003,10,29,1045,52941,38700,0,-10.2,-0.8,16.6,19.6,58.3,184.4
2003,10,29,1046,52941,38760,0,-9.9,-3.6,15.1,18.4,55.1,199.7
2003,10,29,1047,52941,38820,0,-8.5,-7.0,13.1,17.1,49.8,219.4
2003,10,29,1048,52941,38880,0,-7.4,-12.3,11.9,18.6,39.6,239.2
2003,10,29,1049,52941,38940,0,-6.1,-4.5,15.2,16.9,63.6,216.4
2003,10,29,1050,52941,39000,0,-5.2,-3.6,13.3,14.8,64.5,214.8
2003,10,29,1051,52941,39060,0,-7.7,-3.0,17.0,18.9,64.2,201.5
2003,10,29,1052,52941,39120,0,-11.6,-9.6,17.0,22.8,48.4,219.6
2003,10,29,1053,52941,39180,0,-9.8,-4.7,14.0,17.7,52.0,205.6
2003,10,29,1054,52941,39240,0,-7.8,0.2,12.6,14.8,58.2,178.4
2003,10,29,1055,52941,39300,0,-12.4,-6.7,16.9,22.0,50.1,208.5
2003,10,29,1056,52941,39360,0,-10.9,-9.0,18.3,23.1,52.2,219.5
2003,10,29,1057,52941,39420,0,-11.1,-0.2,16.7,20.0,56.3,181.2
2003,10,29,1058,52941,39480,0,-11.3,-1.4,18.4,21.6,58.3,187.1
2003,10,29,1059,52941,39540,0,-13.6,-6.0,18.8,24.0,51.7,203.6
2003,10,29,1100,52941,39600,0,-14.8,-7.0,18.6,24.8,48.7,205.2
2003,10,29,1101,52941,39660,0,-13.4,-9.6,20.7,26.4,51.4,215.7
2003,10,29,1102,52941,39720,0,-12.0,-12.7,18.6,25.6,46.8,226.6
2003,10,29,1103,52941,39780,0,-14.6,-16.3,17.7,28.2,38.9,228.2
2003,10,29,1104,52941,39840,0,-11.5,-9.3,24.9,29.0,59.3,218.9
2003,10,29,1105,52941,39900,0,-12.0,-17.7,18.0,27.9,40.1,235.9
2003,10,29,1106,52941,39960,0,-13.3,-22.3,16.5,30.7,32.4,239.1
2003,10,29,1107,52941,40020,0,-16.4,-19.1,18.4,31.2,36.2,229.3
2003,10,29,1108,52941,40080,0,-16.1,-16.9,20.0,30.8,40.5,226.4
2003,10,29,1109,52941,40140,0,-14.5,-16.5,21.9,31.0,44.9,228.6
2003,10,29,1110,52941,40200,0,-12.5,-16.9,22.7,30.9,47.3,233.5
2003,10,29,1111,52941,40260,0,-12.3,-14.6,24.3,30.9,51.8,229.7
2003,10,29,1112,52941,40320,0,-12.8,-12.1,25.0,30.6,54.9,223.5
2003,10,29,1113,52941,40380,0,-12.2,-11.1,24.1,29.2,55.6,222.3
2003,10,29,1114,52941,40440,0,-9.9,-16.6,22.2,29.4,48.9,239.2
2003,10,29,1115,52941,40500,0,-8.8,-18.7,20.0,28.8,44.1,244.9
2003,10,29,1116,52941,40560,0,-19.7,-9.2,20.2,29.7,42.8,205.1
2003,10,29,1117,52941,40620,0,-28.0,-3.2,22.3,35.9,38.3,186.4
2003,10,29,1118,52941,40680,0,-27.0,-5.1,23.6,36.2,40.6,190.7
2003,10,29,1119,52941,40740,0,-26.3,-7.2,25.4,37.3,43.0,195.3
2003,10,29,1120,52941,40800,0,-25.7,-7.6,24.6,36.4,42.6,196.5
2003,10,29,1121,52941,40860,0,-25.9,-9.0,25.8,37.7,43.2,199.2
2003,10,29,1122,52941,40920,0,-25.9,-8.3,26.3,37.8,44.0,197.8
2003,10,29,1123,52941,40980,0,-24.9,-8.8,26.2,37.2,44.8,199.4
2003,10,29,1124,52941,41040,0,-23.8,-10.1,26.1,36.7,45.3,202.9
2003,10,29,1125,52941,41100,0,-21.4,-12.3,27.3,36.8,47.9,209.8
2003,10,29,1126,52941,41160,0,-20.5,-13.1,27.3,36.6,48.3,212.6
2003,10,29,1127,52941,41220,0,-20.0,-14.0,27.0,36.4,48.0,215.0
2003,10,29,1128,52941,41280,0,-20.9,-13.0,27.5,36.9,48.1,211.8
2003,10,29,1129,52941,41340,0,-20.8,-12.7,27.2,36.6,48.2,211.4
2003,10,29,1130,52941,41400,0,-21.2,-12.9,27.1,36.7,47.4,211.4
2003,10,29,1131,52941,41460,0,-22.2,-13.2,28.2,38.3,47.5,210.8
2003,10,29,1132,52941,41520,0,-22.1,-13.7,28.2,38.3,47.3,211.8
2003,10,29,1133,52941,41580,0,-21.7,-14.8,27.5,38.1,46.3,214.3
2003,10,29,1134,52941,41640,0,-22.4,-15.2,26.4,37.7,44.3,214.1
2003,10,29,1135,52941,41700,0,-22.5,-15.4,26.0,37.6,43.6,214.5
2003,10,29,1136,52941,41760,0,-22.1,-15.1,26.8,37.8,45.0,214.4
2003,10,29,1137,52941,41820,0,-22.2,-15.8,27.1,38.4,44.9,215.5
2003,10,29,1138,52941,41880,0,-22.3,-15.0,27.0,38.1,45.2,214.0
2003,10,29,1139,52941,41940,0,-21.7,-15.3,27.2,38.0,45.6,215.3
2003,10,29,1140,52941,42000,0,-21.9,-15.6,26.9,38.0,45.0,215.5
2003,10,29,1141,52941,42060,0,-21.5,-15.4,26.8,37.6,45.4,215.5
2003,10,29,1142,52941,42120,0,-21.0,-15.5,26.8,37.5,45.8,216.4
2003,10,29,1143,52941,42180,0,-21.1,-15.9,26.5,37.4,45.0,217.0
2003,10,29,1144,52941,42240,0,-20.1,-15.7,27.0,37.1,46.6,217.9
2003,10,29,1145,52941,42300,0,-20.7,-15.5,26.4,37.0,45.6,216.9
2003,10,29,1146,52941,42360,0,-19.2,-16.7,27.3,37.4,47.0,221.0
2003,10,29,1147,52941,42420,0,-19.3,-16.6,27.4,37.4,47.2,220.7
2003,10,29,1148,52941,42480,0,-19.0,-17.7,28.0,38.2,47.2,223.0
2003,10,29,1149,52941,42540,0,-19.9,-16.0,28.1,37.9,47.8,218.8
2003,10,29,1150,52941,42600,0,-18.4,-16.5,28.3,37.6,48.8,221.9
2003,10,29,1151,52941,42660,0,-18.4,-18.9,26.1,37.1,44.6,225.8
2003,10,29,1152,52941,42720,0,-19.2,-18.9,25.8,37.3,43.8,224.7
2003,10,29,1153,52941,42780,0,-24.3,-5.7,24.9,35.2,45.0,193.2
2003,10,29,1154,52941,42840,0,-25.2,-10.5,25.2,37.2,42.6,202.7
2003,10,29,1155,52941,42900,0,-25.7,-9.9,25.2,37.3,42.5,201.1
2003,10,29,1156,52941,42960,0,-25.4,-8.4,26.1,37.4,44.2,198.3
2003,10,29,1157,52941,43020,0,-22.9,-15.4,24.8,37.1,41.9,213.8
2003,10,29,1158,52941,43080,0,-19.0,-18.9,26.5,37.6,44.7,224.8
2003,10,29,1159,52941,43140,0,-20.3,-17.4,27.0,38.0,45.3,220.5
2003,10,29,1200,52941,43200,0,-23.7,-16.2,26.1,38.8,42.3,214.5
2003,10,29,1201,52941,43260,0,-24.2,-16.4,26.3,39.3,41.9,214.1
2003,10,29,1202,52941,43320,0,-23.9,-16.3,25.0,38.3,40.8,214.3
2003,10,29,1203,52941,43380,0,-23.7,-14.4,25.2,37.5,42.3,211.2
2003,10,29,1204,52941,43440,0,-25.5,-14.2,24.0,37.8,39.5,209.2
2003,10,29,1205,52941,43500,0,-24.6,-15.7,24.1,37.8,39.6,212.5
2003,10,29,1206,52941,43560,0,-23.9,-17.2,23.6,37.8,38.7,215.7
2003,10,29,1207,52941,43620,0,-21.1,-20.0,24.7,38.1,40.4,223.5
2003,10,29,1208,52941,43680,0,-23.3,-18.9,24.0,38.4,38.6,219.0
2003,10,29,1209,52941,43740,0,-20.3,-18.7,26.3,38.1,43.6,222.6
2003,10,29,1210,52941,43800,0,-24.1,-17.6,24.4,38.5,39.2,216.1
2003,10,29,1211,52941,43860,0,-23.7,-17.6,23.6,37.8,38.6,216.7
2003,10,29,1212,52941,43920,0,-24.7,-17.5,22.7,37.8,36.8,215.3
2003,10,29,1213,52941,43980,0,-24.6,-15.8,23.4,37.4,38.6,212.7
2003,10,29,1214,52941,44040,0,-26.3,-14.3,23.5,38.1,38.2,208.5
2003,10,29,1215,52941,44100,0,-27.7,-13.3,22.7,38.2,36.5,205.7
2003,10,29,1216,52941,44160,0,-27.2,-13.5,23.1,38.2,37.3,206.3
2003,10,29,1217,52941,44220,0,-27.5,-11.6,23.3,37.8,38.0,202.9
2003,10,29,1218,52941,44280,0,-27.4,-11.4,23.2,37.7,38.1,202.6
2003,10,29,1219,52941,44340,0,-26.1,-11.3,25.0,37.9,41.3,203.4
2003,10,29,1220,52941,44400,0,-25.6,-9.1,25.8,37.5,43.5,199.5
2003,10,29,1221,52941,44460,0,-26.2,-9.2,25.1,37.4,42.1,199.4
2003,10,29,1222,52941,44520,0,-24.4,-10.0,26.1,37.1,44.7,202.4
2003,10,29,1223,52941,44580,0,-27.2,-10.3,23.4,37.3,38.9,200.8
2003,10,29,1224,52941,44640,0,-28.0,-10.4,22.9,37.6,37.4,200.4
2003,10,29,1225,52941,44700,0,-26.6,-10.7,23.7,37.2,39.6,202.0
2003,10,29,1226,52941,44760,0,-31.8,-5.5,20.2,38.1,32.0,189.7
2003,10,29,1227,52941,44820,0,-33.7,-4.0,18.2,38.5,28.3,186.8
2003,10,29,1228,52941,44880,0,-32.7,-5.0,19.1,38.2,30.0,188.7
2003,10,29,1229,52941,44940,0,-33.2,-3.6,18.9,38.4,29.5,186.1
2003,10,29,1230,52941,45000,0,-33.0,-1.3,18.9,38.0,29.7,182.3
2003,10,29,1231,52941,45060,0,-33.4,-3.6,18.0,38.1,28.2,186.1
2003,10,29,1232,52941,45120,0,-33.6,-2.3,17.9,38.1,28.0,183.9
2003,10,29,1233,52941,45180,0,-32.9,0.1,17.4,37.3,27.9,179.8
2003,10,29,1234,52941,45240,0,-33.2,-3.4,16.9,37.4,26.9,185.8
2003,10,29,1235,52941,45300,0,-32.7,-3.5,16.7,36.9,27.0,186.1
2003,10,29,1236,52941,45360,0,-33.0,-3.4,16.5,37.0,26.4,185.9
2003,10,29,1237,52941,45420,0,-33.1,-4.4,15.4,36.8,24.7,187.5
2003,10,29,1238,52941,45480,0,-33.4,-8.0,13.8,37.0,22.0,193.5
2003,10,29,1239,52941,45540,0,-34.7,-5.1,13.7,37.6,21.3,188.3
2003,10,29,1240,52941,45600,0,-36.4,-1.7,12.6,38.5,19.1,182.7
2003,10,29,1241,52941,45660,0,-36.4,1.0,11.2,38.1,17.1,178.4
2003,10,29,1242,52941,45720,0,-37.1,1.7,10.3,38.6,15.5,177.3
2003,10,29,1243,52941,45780,0,-37.6,3.0,10.9,39.2,16.1,175.4
2003,10,29,1244,52941,45840,0,-37.8,5.2,10.5,39.6,15.3,172.1
2003,10,29,1245,52941,45900,0,-37.9,4.8,9.5,39.4,14.0,172.8
2003,10,29,1246,52941,45960,0,-37.7,-0.3,10.8,39.2,16.0,180.5
2003,10,29,1247,52941,46020,0,-35.9,-6.2,13.3,38.7,20.0,189.9
2003,10,29,1248,52941,46080,0,-36.1,-5.3,12.0,38.4,18.2,188.3
2003,10,29,1249,52941,46140,0,-36.6,-5.5,11.1,38.6,16.7,188.5
2003,10,29,1250,52941,46200,0,-37.1,-5.5,10.8,39.0,16.1,188.4
2003,10,29,1251,52941,46260,0,-37.4,-6.3,10.8,39.4,15.9,189.5
2003,10,29,1252,52941,46320,0,-37.6,-4.6,10.5,39.3,15.4,186.9
2003,10,29,1253,52941,46380,0,-37.6,-3.7,9.4,38.9,13.9,185.6
2003,10,29,1254,52941,46440,0,-36.7,-5.6,10.3,38.5,15.5,188.8
2003,10,29,1255,52941,46500,0,-36.3,-6.4,10.8,38.4,16.4,190.1
2003,10,29,1256,52941,46560,0,-36.1,-5.3,11.3,38.2,17.2,188.3
2003,10,29,1257,52941,46620,0,-36.6,-4.0,10.4,38.2,15.8,186.3
2003,10,29,1258,52941,46680,0,-36.5,-6.1,13.9,39.5,20.5,189.4
2003,10,29,1259,52941,46740,0,-36.5,-6.7,13.0,39.4,19.3,190.5
2003,10,29,1300,52941,46800,0,-36.6,-7.6,10.2,38.8,15.3,191.7
2003,10,29,1301,52941,46860,0,-35.7,-8.9,14.3,39.5,21.2,194.0
2003,10,29,1302,52941,46920,0,-35.8,-7.6,14.5,39.4,21.7,192.1
2003,10,29,1303,52941,46980,0,-36.6,-3.9,12.9,39.0,19.3,186.0
2003,10,29,1304,52941,47040,0,-36.6,-3.5,14.7,39.6,21.7,185.5
2003,10,29,1305,52941,47100,0,-34.8,-5.2,13.9,37.8,21.6,188.5
2003,10,29,1306,52941,47160,0,-34.4,-4.4,14.5,37.6,22.6,187.3
2003,10,29,1307,52941,47220,0,-35.6,-2.9,14.8,38.6,22.5,184.6
2003,10,29,1308,52941,47280,0,-36.3,-3.3,14.9,39.4,22.3,185.2
2003,10,29,1309,52941,47340,0,-36.8,0.7,15.2,39.8,22.4,178.9
2003,10,29,1310,52941,47400,0,-36.1,-1.6,15.1,39.2,22.6,182.6
2003,10,29,1311,52941,47460,0,-36.8,-1.1,15.1,39.8,22.3,181.8
2003,10,29,1312,52941,47520,0,-37.4,-0.9,14.6,40.1,21.4,181.4
2003,10,29,1313,52941,47580,0,-37.4,-0.7,15.1,40.4,22.0,181.1
2003,10,29,1314,52941,47640,0,-37.0,-0.5,14.9,39.9,21.9,180.8
2003,10,29,1315,52941,47700,0,-36.7,-0.3,15.0,39.7,22.2,180.4
2003,10,29,1316,52941,47760,0,-36.3,-1.0,15.6,39.5,23.2,181.5
2003,10,29,1317,52941,47820,0,-36.8,0.7,14.2,39.5,21.0,178.9
2003,10,29,1318,52941,47880,0,-37.0,0.2,14.4,39.7,21.3,179.6
2003,10,29,1319,52941,47940,0,-37.7,-1.9,12.8,39.8,18.8,182.9
2003,10,29,1320,52941,48000,0,-37.9,-3.7,13.5,40.5,19.6,185.6
2003,10,29,1321,52941,48060,0,-36.8,-3.7,14.9,39.9,21.9,185.8
2003,10,29,1322,52941,48120,0,-37.2,-4.5,14.2,40.1,20.8,186.9
2003,10,29,1323,52941,48180,0,-36.4,-6.8,14.3,39.7,21.2,190.6
2003,10,29,1324,52941,48240,0,-36.7,-5.8,14.0,39.7,20.6,189.0
2003,10,29,1325,52941,48300,0,-38.2,-0.8,12.0,40.0,17.4,181.2
2003,10,29,1326,52941,48360,0,-37.6,-2.2,13.8,40.1,20.2,183.4
2003,10,29,1327,52941,48420,0,-38.0,-0.7,12.3,40.0,18.0,181.1
2003,10,29,1328,52941,48480,0,-38.5,0.3,10.9,40.0,15.8,179.5
2003,10,29,1329,52941,48540,0,-39.1,0.8,10.1,40.4,14.5,178.8
2003,10,29,1330,52941,48600,0,-38.5,3.5,9.3,39.7,13.5,174.9
2003,10,29,1331,52941,48660,0,-36.4,-11.4,12.3,40.1,17.9,197.4
2003,10,29,1332,52941,48720,0,-36.6,-10.0,12.2,39.9,17.9,195.2
2003,10,29,1333,52941,48780,0,-37.2,-9.0,12.0,40.1,17.3,193.6
2003,10,29,1334,52941,48840,0,-37.8,-9.8,11.4,40.7,16.3,194.5
2003,10,29,1335,52941,48900,0,-37.3,-9.4,13.1,40.7,18.8,194.1
2003,10,29,1336,52941,48960,0,-36.0,-10.4,14.3,40.1,20.8,196.1
2003,10,29,1337,52941,49020,0,-36.1,-10.9,12.1,39.6,17.8,196.8
2003,10,29,1338,52941,49080,0,-37.0,-7.8,11.6,39.6,17.0,192.0
2003,10,29,1339,52941,49140,0,-37.9,-5.9,9.8,39.6,14.4,188.9
2003,10,29,1340,52941,49200,0,-35.8,-10.7,11.6,39.1,17.3,196.6
2003,10,29,1341,52941,49260,0,-37.1,-7.3,10.8,39.3,15.9,191.1
2003,10,29,1342,52941,49320,0,-35.9,-11.0,13.0,39.7,19.1,197.1
2003,10,29,1343,52941,49380,0,-37.1,-7.9,11.7,39.6,17.2,192.0
2003,10,29,1344,52941,49440,0,-35.4,-9.3,13.1,38.9,19.7,194.8
2003,10,29,1345,52941,49500,0,-36.8,-4.4,9.8,38.4,14.8,186.8
2003,10,29,1346,52941,49560,0,-35.3,-10.1,11.0,38.3,16.6,196.0
2003,10,29,1347,52941,49620,0,-33.5,-16.1,9.8,38.5,14.8,205.7
2003,10,29,1348,52941,49680,0,-36.8,-11.2,10.0,39.8,14.5,196.9
2003,10,29,1349,52941,49740,0,-36.9,-13.8,10.0,40.6,14.3,200.6
2003,10,29,1350,52941,49800,0,-34.9,-17.3,10.5,40.4,15.0,206.3
2003,10,29,1351,52941,49860,0,-35.4,-15.1,9.6,39.7,14.0,203.1
2003,10,29,1352,52941,49920,0,-35.0,-16.6,10.9,40.2,15.7,205.4
2003,10,29,1353,52941,49980,0,-34.9,-19.5,11.4,41.5,15.9,209.2
2003,10,29,1354,52941,50040,0,-40.1,-9.7,10.5,42.6,14.2,193.6
2003,10,29,1355,52941,50100,0,-40.2,-10.1,12.1,43.2,16.2,194.1
2003,10,29,1356,52941,50160,0,-40.9,-10.1,10.4,43.4,13.9,193.9
2003,10,29,1357,52941,50220,0,-40.9,-10.8,10.0,43.5,13.3,194.7
2003,10,29,1358,52941,50280,0,-40.5,-11.5,10.3,43.3,13.8,195.9
2003,10,29,1359,52941,50340,0,-40.1,-12.0,11.0,43.3,14.7,196.7
2003,10,29,1400,52941,50400,0,-39.8,-12.3,11.5,43.2,15.5,197.2
2003,10,29,1401,52941,50460,0,-40.3,-12.8,8.9,43.2,11.9,197.6
2003,10,29,1402,52941,50520,0,-40.3,-13.7,6.4,43.1,8.5,198.8
2003,10,29,1403,52941,50580,0,-40.0,-13.5,6.6,42.7,8.9,198.7
2003,10,29,1404,52941,50640,0,-38.7,-13.0,11.5,42.5,15.8,198.6
2003,10,29,1405,52941,50700,0,-38.8,-13.2,11.8,42.7,16.1,198.7
2003,10,29,1406,52941,50760,0,-37.0,-12.8,16.3,42.4,22.6,199.1
2003,10,29,1407,52941,50820,0,-37.2,-13.0,16.2,42.7,22.4,199.3
2003,10,29,1408,52941,50880,0,-37.6,-13.5,15.1,42.7,20.7,199.8
2003,10,29,1409,52941,50940,0,-37.5,-14.1,14.5,42.6,19.9,200.5
2003,10,29,1410,52941,51000,0,-38.4,-15.7,12.4,43.3,16.6,202.2
2003,10,29,1411,52941,51060,0,-37.9,-16.5,13.5,43.5,18.1,203.5
2003,10,29,1412,52941,51120,0,-37.7,-16.5,13.9,43.4,18.7,203.6
2003,10,29,1413,52941,51180,0,-37.7,-16.7,13.9,43.5,18.7,203.9
2003,10,29,1414,52941,51240,0,-37.7,-17.1,14.2,43.8,18.9,204.4
2003,10,29,1415,52941,51300,0,-37.6,-16.4,15.6,43.9,20.8,203.6
2003,10,29,1416,52941,51360,0,-37.5,-17.5,14.6,43.9,19.4,205.0
2003,10,29,1417,52941,51420,0,-37.7,-17.4,13.8,43.8,18.4,204.7
2003,10,29,1418,52941,51480,0,-38.0,-17.0,13.1,43.6,17.5,204.1
2003,10,29,1419,52941,51540,0,-37.9,-17.7,12.3,43.6,16.4,205.1
2003,10,29,1420,52941,51600,0,-37.0,-19.0,12.0,43.2,16.1,207.2
2003,10,29,1421,52941,51660,0,-38.1,-17.5,11.3,43.4,15.0,204.7
2003,10,29,1422,52941,51720,0,-37.6,-17.4,11.7,43.1,15.8,204.8
2003,10,29,1423,52941,51780,0,-37.7,-16.9,11.6,42.9,15.7,204.1
2003,10,29,1424,52941,51840,0,-38.2,-16.9,9.6,42.8,13.0,203.8
2003,10,29,1425,52941,51900,0,-38.9,-16.5,7.7,43.0,10.3,203.0
2003,10,29,1426,52941,51960,0,-38.9,-17.2,7.5,43.2,10.0,203.8
2003,10,29,1427,52941,52020,0,-39.3,-17.4,7.4,43.6,9.8,203.9
2003,10,29,1428,52941,52080,0,-38.9,-17.8,6.5,43.3,8.7,204.6
2003,10,29,1429,52941,52140,0,-37.9,-18.7,9.7,43.4,12.9,206.2
2003,10,29,1430,52941,52200,0,-38.0,-18.7,10.5,43.7,14.0,206.2
2003,10,29,1431,52941,52260,0,-37.8,-19.2,11.0,43.8,14.6,206.9
2003,10,29,1432,52941,52320,0,-38.5,-18.3,6.5,43.1,8.7,205.4
2003,10,29,1433,52941,52380,0,-38.1,-19.0,6.4,43.0,8.5,206.6
2003,10,29,1434,52941,52440,0,-37.8,-19.6,3.7,42.8,5.0,207.4
2003,10,29,1435,52941,52500,0,-33.9,-17.2,11.8,39.8,17.2,206.9
2003,10,29,1436,52941,52560,0,-33.2,-16.3,19.8,41.9,28.1,206.1
2003,10,29,1437,52941,52620,0,-31.2,-18.2,19.7,41.2,28.7,210.3
2003,10,29,1438,52941,52680,0,-32.3,-19.3,18.8,42.1,26.5,210.9
2003,10,29,1439,52941,52740,0,-31.8,-20.5,17.2,41.6,24.5,212.8
2003,10,29,1440,52941,52800,0,-30.9,-20.0,18.5,41.2,26.7,212.8
2003,10,29,1441,52941,52860,0,-32.3,-20.5,17.3,42.0,24.3,212.4
2003,10,29,1442,52941,52920,0,-32.3,-20.9,17.7,42.3,24.8,212.9
2003,10,29,1443,52941,52980,0,-32.1,-20.7,17.4,42.0,24.5,212.8
2003,10,29,1444,52941,53040,0,-33.3,-20.6,16.1,42.4,22.3,211.7
2003,10,29,1445,52941,53100,0,-33.3,-19.6,17.8,42.5,24.8,210.6
2003,10,29,1446,52941,53160,0,-36.2,-20.3,18.6,45.5,24.1,209.4
2003,10,29,1447,52941,53220,0,-36.5,-21.0,16.8,45.4,21.7,209.9
2003,10,29,1448,52941,53280,0,-36.5,-22.6,16.1,45.8,20.5,211.7
2003,10,29,1449,52941,53340,0,-35.7,-25.4,15.4,46.5,19.3,215.5
2003,10,29,1450,52941,53400,0,-35.8,-26.2,13.7,46.5,17.1,216.2
2003,10,29,1451,52941,53460,0,-35.2,-26.2,15.4,46.5,19.4,216.7
2003,10,29,1452,52941,53520,0,-34.8,-25.0,19.2,47.0,24.1,215.7
2003,10,29,1453,52941,53580,0,-36.7,-25.5,14.3,46.9,17.8,214.7
2003,10,29,1454,52941,53640,0,-38.9,-23.1,12.7,47.0,15.7,210.7
2003,10,29,1455,52941,53700,0,-39.7,-21.4,12.8,46.9,15.9,208.3
2003,10,29,1456,52941,53760,0,-39.5,-22.0,12.4,46.9,15.4,209.1
2003,10,29,1457,52941,53820,0,-37.6,-24.7,13.6,47.0,16.8,213.3
2003,10,29,1458,52941,53880,0,-36.7,-25.7,13.8,46.9,17.1,214.9
2003,10,29,1459,52941,53940,0,-37.1,-25.3,13.2,46.8,16.4,214.2
2003,10,29,1500,52941,54000,0,-37.1,-25.4,13.1,46.8,16.3,214.4
2003,10,29,1501,52941,54060,0,-34.4,-27.6,15.1,46.6,18.9,218.7
2003,10,29,1502,52941,54120,0,-33.9,-28.5,14.9,46.7,18.5,220.1
2003,10,29,1503,52941,54180,0,-34.4,-28.7,13.2,46.7,16.4,219.9
2003,10,29,1504,52941,54240,0,-34.7,-29.0,12.6,47.0,15.6,219.9
2003,10,29,1505,52941,54300,0,-33.6,-29.2,14.7,46.8,18.2,221.0
2003,10,29,1506,52941,54360,0,-32.8,-29.9,14.5,46.7,18.1,222.4
2003,10,29,1507,52941,54420,0,-32.9,-29.4,15.4,46.7,19.2,221.8
2003,10,29,1508,52941,54480,0,-34.3,-29.1,14.1,47.1,17.4,220.3
2003,10,29,1509,52941,54540,0,-33.9,-29.6,14.1,47.2,17.4,221.1
2003,10,29,1510,52941,54600,0,-34.2,-29.7,13.6,47.3,16.7,221.0
2003,10,29,1511,52941,54660,0,-33.5,-30.7,13.5,47.4,16.6,222.5
2003,10,29,1512,52941,54720,0,-34.2,-29.6,13.9,47.3,17.1,220.9
2003,10,29,1513,52941,54780,0,-35.9,-27.7,13.2,47.2,16.2,217.7
2003,10,29,1514,52941,54840,0,-35.9,-27.3,13.6,47.1,16.7,217.3
2003,10,29,1515,52941,54900,0,-36.3,-26.7,13.6,47.1,16.8,216.3
2003,10,29,1516,52941,54960,0,-36.5,-27.0,12.2,47.1,15.1,216.5
2003,10,29,1517,52941,55020,0,-35.3,-28.6,12.4,47.1,15.3,219.0
2003,10,29,1518,52941,55080,0,-34.0,-31.2,10.3,47.3,12.6,222.6
2003,10,29,1519,52941,55140,0,-33.9,-31.4,10.4,47.4,12.7,222.8
2003,10,29,1520,52941,55200,0,-38.5,-17.9,17.9,46.1,22.9,204.9
2003,10,29,1521,52941,55260,0,-37.3,-20.4,17.2,45.8,22.0,208.6
2003,10,29,1522,52941,55320,0,-38.4,-17.1,18.4,45.9,23.7,204.0
2003,10,29,1523,52941,55380,0,-35.5,-24.2,17.8,46.5,22.5,214.3
2003,10,29,1524,52941,55440,0,-33.9,-27.4,16.9,46.7,21.2,218.9
2003,10,29,1525,52941,55500,0,-34.0,-26.5,18.4,46.9,23.1,217.9
2003,10,29,1526,52941,55560,0,-34.0,-25.5,19.5,46.8,24.6,216.9
2003,10,29,1527,52941,55620,0,-34.9,-24.6,19.2,46.8,24.3,215.1
2003,10,29,1528,52941,55680,0,-35.4,-25.2,17.6,46.8,22.0,215.4
2003,10,29,1529,52941,55740,0,-35.5,-25.8,17.0,47.0,21.2,216.0
2003,10,29,1530,52941,55800,0,-35.8,-25.0,16.5,46.7,20.7,214.9
2003,10,29,1531,52941,55860,0,-35.5,-23.9,17.9,46.3,22.7,214.0
2003,10,29,1532,52941,55920,0,-34.2,-20.6,21.5,45.4,28.3,211.1
2003,10,29,1533,52941,55980,0,-34.9,-19.4,22.4,45.8,29.2,209.1
2003,10,29,1534,52941,56040,0,-34.5,-21.9,20.8,45.8,26.9,212.3
2003,10,29,1535,52941,56100,0,-34.9,-22.2,20.3,46.1,26.2,212.5
2003,10,29,1536,52941,56160,0,-34.5,-24.1,18.8,46.1,24.1,215.0
2003,10,29,1537,52941,56220,0,-34.3,-23.7,19.3,45.9,24.8,214.7
2003,10,29,1538,52941,56280,0,-34.7,-23.2,19.4,46.0,25.0,213.8
2003,10,29,1539,52941,56340,0,-34.1,-22.8,20.2,45.7,26.2,213.8
2003,10,29,1540,52941,56400,0,-34.7,-18.0,18.5,43.3,25.3,207.4
2003,10,29,1541,52941,56460,0,-33.6,-23.3,21.3,46.1,27.5,214.7
2003,10,29,1542,52941,56520,0,-34.1,-22.0,21.8,46.1,28.2,212.8
2003,10,29,1543,52941,56580,0,-33.2,-22.8,23.2,46.5,30.0,214.4
2003,10,29,1544,52941,56640,0,-32.7,-21.9,25.3,46.8,32.7,213.8
2003,10,29,1545,52941,56700,0,-32.6,-21.5,24.1,45.9,31.7,213.4
2003,10,29,1546,52941,56760,0,-34.7,-20.8,19.4,44.9,25.7,210.9
2003,10,29,1547,52941,56820,0,-33.3,-27.7,19.0,47.4,23.7,219.7
